#topo1 ((O,P3),P2,P1);		
#topo2 ((O,P2),P3,P1);		
#topo3 ((O,P1),P3,P2);		
topo1	topo2	topo3
224770	86140	79715
206557	83878	100190
251025	99125	40475
334000	23625	33000
294271	56502	39852
33376	301348	55901
133825	152475	104325
142164	137622	110839
173456	101994	115175
341875	35750	13000
271625	69500	49500
317125	17850	55650
236725	96625	57275
283750	60000	46875
363375	27250	0
285325	15300	90000
223569	119078	47978
182125	111750	96750
314400	49000	27225
219339	86618	84668
144465	104750	141410
100750	154000	135875
198125	72300	120200
270745	72090	47790
139650	128350	122625
278125	15300	97200
132210	185515	72900
337150	25425	28050
218750	171875	0
157056	107772	125797
73600	16600	300425
289525	76800	24300
166400	80000	144225
284800	43800	62025
390625	0	0
193700	139700	57225
127500	99000	164125
173200	99525	117900
299775	37075	53775
307825	66050	16750
183287	80252	127086
63277	140568	186780
145702	168577	76346
167750	110050	112825
271275	54150	65200
162244	43368	185013
170725	131450	88450
169209	135965	85451
161875	155075	73675
257984	53531	79110
38085	276430	76110
188600	61400	140625
236350	99075	55200
270427	48292	71906
190625	131250	68750
191725	96950	101950
323200	48225	19200
147500	120500	122625
239363	88863	62399
178675	101250	110700
153970	167373	69282
163625	171325	55675
205199	56138	129288
71780	214305	104540
239775	74000	76850
128225	83075	179325
192250	7275	191100
173199	109788	107638
106125	251250	33250
163411	77811	149403
359375	9900	21350
182004	96308	112313
164117	177716	48792
81250	288500	20875
191775	143150	55700
183525	131250	75850
126940	164805	98880
183250	105500	101875
319725	40650	30250
242500	85625	62500
255650	69350	65625
188750	118125	83750
150400	68400	171825
110500	170200	109925
166136	148544	75945
185375	91875	113375
133786	101807	155032
119225	250425	20975
142863	108218	139544
145250	204600	40775
98255	47160	245210
265162	63744	61719
115625	198500	76500
346525	35700	8400
216580	50535	123510
130996	223026	36603
218500	19725	152400
180807	54740	155078
175000	69900	145725
244025	10000	136600
201252	78626	110747
128525	33300	228800
136500	113125	141000
260315	73530	56780
189594	66568	134463
99280	135830	155515
39400	274125	77100
169375	144375	76875
211225	102775	76625
261969	40038	88618
81250	127000	182375
92198	233448	64979
48350	306875	35400
118350	143650	128625
174122	116889	99614
121562	139659	129404
182400	79575	128650
168250	86175	136200
315813	53256	21556
148835	95610	146180
283300	55050	52275
163125	80600	146900
235169	101328	54128
171775	175475	43375
138300	101925	150400
151500	171625	67500
187000	120000	83625
220090	111930	58605
83291	237714	69620
171075	70925	148625
230000	136875	23750
341925	7950	40750
149400	113225	128000
59500	101250	229875
167280	173425	49920
199443	116366	74816
320875	18000	51750
308125	41250	41250
152979	164892	72754
146500	110000	134125
236650	78669	75306
149842	88529	152254
125909	47084	217632
106405	220260	63960
73640	193640	123345
203775	74425	112425
231359	100008	59258
186418	62157	142050
89000	103400	198225
147454	138186	104985
127224	128738	134663
55450	278475	56700
153955	82330	154340
84287	206422	99916
174700	101300	114625
157185	159595	73845
225875	91750	73000
167733	81240	141652
375000	0	15625
143725	210400	36500
186945	82560	121120
171550	48750	170325
158120	221540	10965
185975	28150	176500
121430	161215	107980
190300	91650	108675
195000	68600	127025
138282	80454	171889
377125	10500	3000
209357	49124	132144
90625	50000	250000
166656	119113	104856
162948	86128	141549
114839	128279	147507
205996	91809	92820
230712	67119	92794
