0,1,2
120037,106607,163981
175988,123924,90713
130060,115628,144937
232469,90488,67668
138308,136883,115434
118191,152445,119989
188940,96346,105339
136631,142158,111836
149865,111462,129298
136377,137864,116384
159637,110304,120684
133806,130050,126769
149898,125898,114829
140882,113177,136566
137840,136936,115849
151672,119975,118978
144216,141920,104489
165595,129722,95308
132975,138692,118958
159309,113879,117437
126553,140470,123602
149393,125695,115537
124012,135023,131590
122648,129118,138859
128856,123801,137968
119342,125617,145666
172477,102426,115722
92672,168424,129529
127446,118228,144951
190890,106179,93556
125106,98803,166716
146978,149931,93716
129945,133930,126750
135503,124707,130415
208429,86576,95620
131036,120972,138617
113112,177572,99941
182009,122512,86104
139191,129454,121980
106807,147915,135903
117704,118920,154001
148884,132812,108929
140375,140009,110241
163535,94445,132645
154299,127991,108335
162847,119536,108242
157917,93642,139066
113859,157164,119602
131469,114214,144942
223958,84069,82598
136803,152911,100911
132917,105838,151870
131734,130078,128813
151047,117643,121935
155961,114216,120448
121400,152632,116593
197294,91751,101580
122598,131844,136183
148602,114797,127226
128444,127416,134765
136625,130605,123395
96001,192144,102480
177628,120853,92144
115678,145275,129672
158687,110042,121896
123901,154231,112493
139511,93758,157356
117500,160515,112610
124307,122346,143972
150540,98775,141310
159421,114016,117188
99073,56542,235010
125782,140749,124094
147330,133431,109864
99261,179576,111788
104890,115720,170015
133497,142019,115109
179565,101952,109108
149057,124988,116580
128601,127721,134303
248972,84726,56927
92501,120764,177360
161185,110319,119121
143752,119362,127511
157734,128745,104146
123427,166988,100210
147962,79245,163418
169689,115417,105519
131092,110919,148614
150182,130514,109929
138292,129646,122687
140828,126821,122976
152102,108769,129754
141097,126189,123339
139968,138225,112432
253972,68488,68165
148999,119613,122013
140173,125658,124794
140008,103222,147395
153194,129965,107466
143478,131496,115651
185267,100587,104771
123650,170987,95988
120927,134081,135617
130902,126802,132921
132586,130360,127679
138972,129116,122537
132071,134655,123899
144227,98083,148315
144414,112549,133662
117647,133274,139704
120607,137409,132609
173091,83918,133616
119377,161432,109816
135433,133232,121960
94779,112156,183690
127037,117455,146133
174362,106167,110096
127005,123094,140526
179640,102936,108049
160253,127667,102705
146496,106053,138076
124053,138602,127970
186834,104904,98887
149780,92705,148140
144619,126344,119662
148062,122446,120117
127405,151705,111515
121436,131367,137822
130605,142861,117159
162943,112004,115678
192981,98952,98692
170293,120399,99933
87574,119813,183238
136119,117227,137279
131557,124235,134833
157518,109629,123478
120536,142045,128044
113213,137916,139496
114775,151360,124490
127605,136528,126492
136028,143801,110796
157429,108725,124471
130644,126214,133767
151483,98571,140571
122284,91953,176388
97832,169294,123499
148370,127794,114461
140928,116607,133090
147133,83175,160317
187565,96785,106275
183075,106121,101429
115495,142513,132617
143096,108214,139315
144768,104393,141464
133295,163300,94030
166431,113753,110441
252213,60241,78171
144328,144616,101681
124814,88892,176919
147100,104585,138940
86951,172252,131422
150963,107735,131927
108537,181394,100694
135836,107372,147417
146259,110781,133585
160107,118119,112399
218895,107485,64245
106209,107490,176926
165043,101130,124452
167905,108792,113928
125631,121179,143815
116875,142288,131462
130993,128248,131384
112440,137528,140657
168206,142160,80259
133443,121716,135466
120125,123047,147453
202364,89797,98464
132795,129360,128470
141307,142718,106600
145440,130559,114626
137914,119473,133238
112406,165347,112872
106519,127723,156383
138330,79868,172427
168492,105029,117104
191239,101796,97590
134783,122561,133281
132383,133589,124653
172400,100452,117773
178027,101802,110796
131910,122318,136397
119976,104425,166224
141568,135092,113965
137150,125797,127678
136606,125313,128706
156418,98045,136162
153466,133630,103529
124453,102177,163995
136169,149579,104877
126376,151754,112495
125587,123799,141239
124124,123690,142811
172143,112776,105706
233284,76335,81006
176709,116267,97649
126259,134312,130054
146390,126765,117470
175045,122956,92624
143021,137013,110591
142439,143586,104600
176839,104045,109741
183743,99605,107277
116289,109004,165332
151570,142880,96175
138365,119407,132853
143821,115529,131275
139053,128111,123461
157247,119303,114075
106527,123902,160196
140755,111616,138254
139707,133137,117781
144693,122579,123353
157906,93498,139221
220068,102228,68329
147710,136681,106234
152777,113384,124464
173597,120851,96177
134670,133050,122905
124787,148315,117523
97743,195669,97213
169534,112000,109091
127715,126349,136561
170914,105687,114024
123140,123283,144202
165086,115012,110527
136351,147586,106688
109331,158683,122611
146985,145199,98441
145571,137475,107579
159589,111940,119096
126952,139140,124533
135553,134555,120517
178622,104922,107081
111689,153153,125783
133566,126656,130403
159662,120777,110186
168423,121398,100804
145827,118469,126329
109549,188098,92978
133538,130486,126601
151984,125717,112924
137657,125076,127892
170650,113188,106787
127935,125648,137042
185504,117148,87973
126349,138791,125485
194317,103546,92762
156703,136086,97836
136370,124893,129362
177622,129742,83261
164089,109301,117235
110893,152533,127199
127299,142939,120387
126200,134615,129810
167307,108222,115096
129826,131444,129355
130411,106439,153775
128677,128250,133698
135625,136532,118468
158489,128464,103672
158133,112394,120098
134531,141634,114460
130845,157305,102475
123054,117383,150188
159099,124435,107091
160394,107952,122279
142629,120660,127336
147612,143340,99673
193369,91402,105854
166289,110008,114328
